NO,메시지내용,수신지역,등록일자,단계,재난유형
206674,"[울산경찰청] 북구에서 목격된 김남수씨(여,84세)를 찾습니다-160cm,45kg,갈색파마머리,보라색잠바,진밤색바지,검정운동화 vo.la/R5ewS / ☎182",울산광역시 북구 ,2023/11/10 19:59:05,안전안내,기타
206675,[경상남도] 도내 한파주의보 발표 ▶도로 살얼음·결빙 주의 ▶농작물 피해 및 동파사고 예방 ▶외출 시 체온 유지 등 건강관리에 유의하시기 바랍니다.,경상남도 전체 ,2023/11/11 07:00:05,안전안내,한파
206676,[김해시]관내 한파주의보가 발효중 ▶도로결빙주의▶농작물피해 및 동파사고 예방▶외출 시 체온유지 등 건강관리에 유의하시기 바랍니다.,경상남도 김해시 ,2023/11/11 07:23:22,안전안내,한파
206677,"[부산시]오늘 11시 유엔참전용사 국제추모의 날 행사로 사이렌, 조포발사, 블랙이글스 비행 등 소음발생 예정이오니 시민들께서는 안전사고(놀람 등)에 유의바랍니다.",부산광역시 전체 ,2023/11/11 10:00:01,안전안내,기타
206678,"[화순군]춘양면우봉리에서 실종된 홍기현씨(남91세)를 찾습니다. 키165cm, 검정색 모자, 회색 체크무늬 자켓, 보라색 패딩바지 착용 061-379-4329",전라남도 화순군 ,2023/11/11 10:16:56,안전안내,기타
206679,"[동해시청] 동해시 인근 강한 너울성 파도가 계속 밀려와 매우 위험하오니, 방파제, 해안가 등 위험구역 접근을 자제하시고 안전사고에 각별히 주의 하시길 바랍니다.","강원특별자치도 동해시 천곡동,강원특별자치도 동해시 평릉동,강원특별자치도 동해시 송정동,강원특별자치도 동해시 용정동,강원특별자치도 동해시 지흥동,강원특별자치도 동해시 효가동,강원특별자치도 동해시 동회동,강원특별자치도 동해시 나안동,강원특별자치도 동해시 쇄운동,강원특별자치도 동해시 부곡동,강원특별자치도 동해시 발한동,강원특별자치도 동해시 북평동,강원특별자치도 동해시 구미동,강원특별자치도 동해시 추암동,강원특별자치도 동해시 구호동,강원특별자치도 동해시 단봉동,강원특별자치도 동해시 이도동,강원특별자치도 동해시 대구동,강원특별자치도 동해시 호현동,강원특별자치도 동해시 내동,강원특별자치도 동해시 묵호진동,강원특별자치도 동해시 이로동,강원특별자치도 동해시 어달동,강원특별자치도 동해시 대진동,강원특별자치도 동해시 망상동,강원특별자치도 동해시 심곡동,강원특별자치도 동해시 초구동",2023/11/11 10:17:27,안전안내,풍랑
206680,"[삼척시] 11월 11일 11시 동해바다 풍랑주의보 발효 
너울성파도로 안전사고가 우려되오니 시설물 점검 및 어선을 결박, 해안가 및 방파제 출입 자제 바랍니다.",강원특별자치도 삼척시 ,2023/11/11 11:05:54,안전안내,풍랑
206681,[의성군] 오늘밤 10시부터 기온이 영하로 내려갑니다. ▷농축산물 냉해 대비 ▷난방기 사용 시 화재 주의 ▷한랭질환에 대비 등 안전에 유의바랍니다.,경상북도 의성군 ,2023/11/11 15:23:28,안전안내,한파
206767,"[서울경찰청] 종로구에서 배회중인 이윤각씨(남,78세)를 찾습니다 -157cm,63kg,회색모자,남색점퍼,회색바지,검정구두
vo.la/HDPVr / ☎182",서울특별시 종로구 ,2023/11/17 09:10:45,안전안내,기타
206768,"[의성군]오늘 오후 비예보 및 21시부터 한파 영향
▲<도로결빙주의>서행운전 안전거리확보
▲농축산 피해예방, 수도동파 대비
▲난방기 화재 및 질식사고 주의바랍니다",경상북도 의성군 ,2023/11/17 10:13:53,안전안내,한파
206769,"[부산경찰청] 사상구에서 실종된 김길수씨(남,78세)를 찾습니다 -156cm,70kg,자주색점퍼,검정바지,붉은색백팩
vo.la/ONVey / ☎182",부산광역시 사상구 ,2023/11/17 14:13:08,안전안내,기타
206770,"[부산경찰청] 부산진구에서 배회중인 김길수씨(남,78세)를 찾습니다 -156cm,70kg,자주색점퍼,검정바지,붉은색백팩
vo.la/ONVey / ☎182",부산광역시 부산진구 ,2023/11/17 14:13:38,안전안내,기타
206771,"[행정안전부] 오늘 14시30분 강풍경보, 간판 등 부착물 고정,선박 결박,비닐하우스 등 시설물 피해에 유의바랍니다",제주특별자치도 전체 ,2023/11/17 14:35:03,안전안내,강풍
206772,"[의성군청] 21시부터 한파영향
▲<도로결빙주의>교통안전 유의
▲농축산 냉해 및 수도동파 방지 조치
▲외출자제 및 한랭질환 유의
▲난방기 화재 주의바랍니다",경상북도 의성군 ,2023/11/17 14:56:11,안전안내,한파
206773,"[포항시]강한 바람이 내일 밤까지 지속되니 간판 등 부착물 고정, 선박 묶기, 비닐하우스 등 시설물 피해 주의, 해안 접근 금지 등 안전에 주의 바랍니다.","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2023/11/17 15:44:05,안전안내,강풍
206774,"[대전경찰청] 서구에서 실종된 이겸노씨(남,79세)를 찾습니다-167cm,55kg,회색패딩,청바지,검정운동화,베레모
vo.la/XjFDD / ☎182",대전광역시 서구 ,2023/11/17 15:48:00,안전안내,기타
206775,"[대전경찰청] 대덕구에서 목격된 이겸노씨(남,79세)를 찾습니다-167cm,55kg,회색패딩,청바지,검정운동화,베레모 
vo.la/XjFDD / ☎182",대전광역시 대덕구 ,2023/11/17 15:50:18,안전안내,기타
206776,"[대구광역시] 밤사이 1~5cm 강설로 도로결빙이 우려되오니 외출을 자제하시고, 낙상사고와 농작물관리에 주의하시고, 내일 오전 강풍에도 주의하시기 바랍니다.",대구광역시 전체 ,2023/11/17 16:06:19,안전안내,대설
206777,"[성주군청] 오늘 오후부터 밤사이 비와 눈이 가야산일대,가천면,수륜면 중심으로 예보되어 있으니, 도로결빙,농축산 피해 및 수도동파 대비 등 안전에 유의바랍니다.",경상북도 성주군 ,2023/11/17 16:45:28,안전안내,대설
206778,"[청주시]오늘 23시까지 청주지역에 많은 눈 예상, 도로 결빙으로 미끄럼 사고 우려되니 퇴근 시 대중교통 이용 및 운전시 저속 운행 바랍니다.","충청북도 청주시 상당구 ,충청북도 청주시 서원구 ,충청북도 청주시 흥덕구 ,충청북도 청주시 청원구 ",2023/11/17 16:55:27,안전안내,대설
206779,"[포항시] 11.17.(금)~11.20.(월) 연안사고주의보 발령. 경북 동해안 높은 파도가 예상되어 방파제,갯바위,해안가 등 접근자제 및 안전사고 주의 바랍니다","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2023/11/17 17:07:41,안전안내,풍랑
206780,"[광주경찰청] 북구에서 실종된 김권수씨(남,81세)를 찾습니다 -170cm,70kg,녹색조끼패딩,검정바지,검정운동화
vo.la/meadr / ☎182",광주광역시 북구 ,2023/11/17 17:15:42,안전안내,기타
206781,[홍성군청] 금일 밤부터 내일 새벽까지 눈 예보 ▲영하의 기온으로 도로 결빙 예상 ▲차량 감속운행 및 안전거리 유지 ▲보행자 미끄럼 사고 등 주의 바랍니다.,충청남도 홍성군 ,2023/11/17 17:29:15,안전안내,대설
206782,"[익산시] 내일 오전까지 기온 하강과 더불어 비 또는 눈이 예보되어 있습니다. 도로 결빙이 우려되오니 되도록 대중교통을 이용하시고, 운전 시 서행하시기 바랍니다.",전라북도 익산시 ,2023/11/17 17:41:42,안전안내,한파
206783,"[경상남도] 오늘 저녁~내일 오전, 도내 곳곳에 눈 또는 비가 내리고 낮은 온도로 도로결빙과 추위가 예상되오니 안전운전, 보행 및 건강관리에 유의하시기 바랍니다.",경상남도 전체 ,2023/11/17 18:00:10,안전안내,대설
206784,"[경북경찰청] 포항시에서 실종된 이성희씨(남,62세)를 찾습니다 -168cm,65kg,상하의 환자복,회색조끼,흰색실내화
vo.la/oQcyH / ☎182","경상북도 포항시 남구 ,경상북도 포항시 북구 ",2023/11/17 18:02:02,안전안내,기타
206785,"[제주도] 제주산지, 서부, 북부, 북부중산간에 강풍경보 발효에 따라 시설물 고정 및 안전조치 하여 주시고, 방파제·해안가에서는 너울성 파도로 접근금지 바랍니다.",제주특별자치도 전체 ,2023/11/17 18:03:33,안전안내,강풍
206786,"[상주시] 오늘 저녁~내일 오전, 상주지역 곳곳에 눈 또는 비가 내리고 낮은 온도로 도로결빙과 추위가 예상되오니 안전운전, 보행 및 건강관리에 유의하시기 바랍니다",경상북도 상주시 ,2023/11/17 18:04:15,안전안내,대설
206787,[청양군] 오늘 밤부터 내일 새벽사이 눈이 예보되어 도로 결빙이 예상되오니 ▲차량 감속운행 및 안전거리 유지 ▲보행자 미끄럼 사고 등 안전사고에 유의바랍니다.,충청남도 청양군 ,2023/11/17 18:07:34,안전안내,대설
206788,[전라남도] 대설특보 발효 예정 최대 5cm 적설 예상 ▲교량 등 결빙지역 안전 운전 ▲노약자 외출 자제 ▲농축산물 피해예방 등 안전에 유의 바랍니다.,"전라남도 곡성군 ,전라남도 구례군 ,전라남도 나주시 ,전라남도 담양군 ,전라남도 영광군 ,전라남도 장성군 ,전라남도 화순군 ",2023/11/17 18:09:19,안전안내,대설
206789,"[울진군]현재 금강송면,온정면 눈이 내리고 있으며 밤사이 기온이 영하로 내려가 도로가 어는곳이 있겠습니다. 되도록 대중교통 이용, 운전시 서행하여주시기 바랍니다.",경상북도 울진군 ,2023/11/17 18:15:03,안전안내,대설
206790,"[대구경찰청] 북구에서 실종된 이춘길씨(남,81세)를 찾습니다 -170cm,쥐색점퍼,회색바지,검정운동화,모자착용
vo.la/yDhZt / ☎182",대구광역시 북구 ,2023/11/17 18:22:19,안전안내,기타
206791,"[화성시] 금일 저녁 강설 후 급격한 기온 하락이 예상되오니, 저녁 퇴근길 및 내일 새벽 도로주행 시 서행운전 및 안전거리를 확보하여 도로결빙 미끄럼 사고에 유의",경기도 화성시 ,2023/11/17 18:29:13,안전안내,대설
206792,"[합천군] 오늘 밤부터 내일 새벽까지 눈 또는 비가 내리고 낮은 기온으로 도로결빙, 한파가 예상되오니 안전사고 및 건강관리에 유의바랍니다.",경상남도 합천군 ,2023/11/17 18:33:55,안전안내,대설
206793,[오산시청] 오늘 저녁 기온 하락을 동반한 강설로 인하여 도로 결빙이 예상되오니 도로 이용 시 보행 및 운전과 개인 건강에 각별히 유의하여 주시기 바랍니다.,경기도 오산시 ,2023/11/17 18:43:03,안전안내,대설
206794,[영광군] 자정부터 새벽까지 영광군 일대에 1~5cm가량의 적설 예상. 도로 결빙으로 미끄럼 사고가 우려되니 저속 운행 등 안전운전 하시기 바랍니다.,전라남도 영광군 ,2023/11/17 18:49:41,안전안내,대설
206795,[행정안전부] 오늘 19시00분 충남(예산) 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다.,충청남도 예산군 ,2023/11/17 19:09:02,안전안내,대설
206796,[예산군청] 현재 많은 눈이 내리고 있어 도로 결빙이 예상되오니 ▲ 차량 감속운행 및 안전거리 유지 ▲보행자 미끄럼 사고 등 안전사고에 유의바랍니다.,충청남도 예산군 ,2023/11/17 19:48:46,안전안내,대설
206797,"[경남경찰청] 김해시에서 실종된 김광수씨(남,74세)를 찾습니다 -165cm,60kg,남색점퍼,회색바지,검정털신,지팡이
vo.la/hpigG / ☎182",경상남도 김해시 ,2023/11/17 20:02:00,안전안내,기타
206798,"[행정안전부] 오늘 21시00분 충남(홍성,서산,천안) 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다.","충청남도 서산시 ,충청남도 천안시 ,충청남도 홍성군 ",2023/11/17 20:04:49,안전안내,대설
206799,[임실군] 대설 주의보 발효 중 ▲교량 등 결빙지역 안전 운전 ▲노약자 외출 자제 ▲농축산물 피해예방 등 안전에 유의 바랍니다.,전라북도 임실군 ,2023/11/17 20:06:33,안전안내,대설
206800,"[행정안전부] 오늘 20시30분 충북(괴산,보은,청주) 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다.","충청북도 괴산군 ,충청북도 보은군 ,충청북도 청주시 ",2023/11/17 20:30:50,안전안내,대설
206801,[보령시] 오늘밤 많은 눈과 도로 결빙이 예상되오니 ▲ 차량 감속운행 및 안전거리 유지 ▲보행자 미끄럼 사고 등 안전사고에 유의바랍니다.,충청남도 보령시 ,2023/11/17 20:43:14,안전안내,대설
206802,[아산시] 아산시 전역에 많은 눈 예상. 도로 결빙으로 미끄럼 사고가 우려되니 대중교통 이용 및 운전시 저속 운행해 주세요.,충청남도 아산시 ,2023/11/17 20:48:31,안전안내,대설
206803,"[경기도청] 오늘 내린 눈이 얼어 내일 아침까지 도로 살얼음이 예상됩니다. 터널 앞, 교량 인근, 그늘진 곳은 위험하오니 감속 등 안전운행 하시기 바랍니다.",경기도 전체 ,2023/11/17 21:00:19,안전안내,대설
206804,[행정안전부] 오늘 21시00분 세종 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다.,세종특별자치시  ,2023/11/17 21:05:37,안전안내,대설
206805,"[세종시청]대설주의보 발효(21시), 밤사이 영하의 기온과 눈과 비로 도로결빙이 우려되니, 안전운전,낙상사고 예방, 내집(점포) 앞 눈치우기 실천 바랍니다.",세종특별자치시  ,2023/11/17 21:17:23,안전안내,대설
206806,"[경산시청] 기온 급강하에 따른 눈비등이 내려 도로결빙이 예상되오니 차량안전운행 및 농작물, 축산, 상수도 등 보온에 각별히 주의하여 주시기 바랍니다.",경상북도 경산시 ,2023/11/17 21:45:47,안전안내,대설
206807,"[충청남도] 풍랑 및 강풍으로 인한 높은 파도로 해양사고가 우려되오니 해안가, 방파제 출입 자제 및 어선 결박, 시설물 정비 등 안전관리에 주의하시기 바랍니다.","충청남도 당진시 ,충청남도 보령시 ,충청남도 서산시 ,충청남도 서천군 ,충청남도 태안군 ,충청남도 홍성군 ",2023/11/17 21:47:35,안전안내,풍랑
206808,"[공주시] 공주시 대설주의보 발효 지붕 및 집 앞 눈 치우기, 야외 활동 자제, 도로 결빙으로 미끄럼 사고가 우려되니 대중교통 이용 및 운전시 저속 운행바랍니다.",충청남도 공주시 ,2023/11/17 23:00:50,안전안내,대설
206809,"[김해시] 오늘 02시 우리 시 강풍주의보 발효되었으니 비닐하우스, 간판 등을 결박하고 공사장 안전 조치, 위험시설 접근 자제, 외출 시 낙하물에 유의바랍니다.",경상남도 김해시 ,2023/11/18 02:21:22,안전안내,강풍
